time,altitude,distance,grade,heartrate,cadence,lat,long,power,velocity1,velocity
3332,17.2,26.3846,0,145,91,44.421914,8.732106,176.241044,35.28,9.8
3333,17.2,26.3944,-0.5,145,92,44.421886,8.731991,132.9791387,35.28,9.8
3334,17,26.4046,-1.5,144,93,44.421846,8.731881,49.99145433,35.64,9.9
3335,16.8,26.4147,-2.4,144,94,44.421798,8.731776,0,35.64,9.9
3336,16.6,26.4249,-4.4,144,95,44.421743,8.731676,0,36.36,10.1
3337,16.2,26.4353,-6.1,143,95,44.421685,8.731575,0,36.36,10.1
3338,15.2,26.4459,-6.5,143,98,44.421639,8.731466,0,37.08,10.3
3339,14.2,26.457,-5.9,143,100,44.421607,8.731346,0,37.8,10.5
3340,13.8,26.468,-3.6,144,102,44.421598,8.73121,0,38.52,10.7
3341,13.6,26.4792,-0.4,144,104,44.421594,8.731073,196.3512446,39.24,10.9
3342,13.6,26.4904,1.3,143,104,44.421587,8.73094,367.0091871,39.6,11
3343,14,26.5017,3.5,143,104,44.421577,8.730804,598.7880786,40.32,11.2
3344,14.4,26.513,5.8,143,106,44.421554,8.730664,825.4389287,40.32,11.2
3345,15.2,26.5243,5.8,143,105,44.421514,8.730531,836.7850501,40.68,11.3
3346,16.2,26.5354,4.1,143,103,44.421462,8.730412,657.9832165,40.32,11.2
3347,16.6,26.5464,-1.8,143,102,44.421403,8.730305,74.95349486,40.32,11.2
3348,16.2,26.5573,-5.9,142,101,44.421332,8.730198,0,39.96,11.1
3349,14.4,26.5682,-7.3,142,101,44.421262,8.730095,0,39.6,11
3350,13.6,26.5792,-6.4,142,102,44.421191,8.729997,0,39.6,11
3351,13.4,26.59,-2.8,141,101,44.421117,8.7299,0,39.24,10.9
3352,13.4,26.6008,-1.9,141,101,44.421045,8.729802,52.02447114,39.24,10.9
3353,13.2,26.6116,-1.9,141,100,44.420974,8.729704,52.02447114,39.24,10.9
3354,12.8,26.6224,-2.8,141,100,44.420902,8.729604,0,38.88,10.8
3355,12.6,26.6332,-3.2,141,100,44.420834,8.729504,0,38.88,10.8
3356,12.2,26.6441,-2.3,141,100,44.420764,8.729401,9.76322162,38.88,10.8
3357,11.8,26.6549,-2.3,142,100,44.420695,8.729301,9.76322162,38.88,10.8
3358,11.8,26.6656,-1.4,142,100,44.420621,8.729209,95.5412747,38.88,10.8
3359,11.6,26.6761,-0.5,142,98,44.420552,8.729111,176.0720296,38.52,10.7
3360,11.6,26.6868,0,142,98,44.420484,8.729013,223.306967,38.52,10.7
3361,11.6,26.6972,0,143,97,44.420417,8.728918,217.688596,38.16,10.6
3362,11.8,26.7077,-0.5,143,96,44.420347,8.728831,170.8951066,38.16,10.6
3363,11.6,26.7181,-0.5,144,96,44.420275,8.728741,165.8175736,37.8,10.5
3364,11.4,26.7285,-1,143,96,44.420204,8.728652,119.4682667,37.8,10.5
3365,11.4,26.7389,0,143,96,44.420131,8.728568,206.749088,37.44,10.4
3366,11.4,26.7492,1,143,96,44.420059,8.728484,298.5646282,37.44,10.4
3367,11.6,26.7596,1.4,142,96,44.419983,8.728402,335.2838528,37.44,10.4
3368,11.8,26.77,1.4,142,95,44.419908,8.728319,335.2838528,37.44,10.4
3369,12,26.7803,0.5,141,96,44.419832,8.728239,252.6589468,37.44,10.4
3370,12,26.7908,-1,141,96,44.419756,8.728163,114.9306097,37.44,10.4
3371,11.8,26.8013,-1.9,141,96,44.419677,8.728088,32.31422751,37.44,10.4
3372,11.4,26.812,-1.9,141,98,44.4196,8.728014,36.05749624,37.8,10.5
3373,11.2,26.8225,-0.5,141,98,44.419523,8.727932,165.8175736,37.8,10.5
3374,11.2,26.8331,0.5,141,98,44.419448,8.727846,264.4813367,38.16,10.6
3375,11.6,26.8438,0.5,140,98,44.419369,8.727771,264.4813367,38.16,10.6
3376,11.6,26.8545,-0.5,141,99,44.41929,8.727693,170.8951066,38.16,10.6
3377,11.4,26.8653,-1.4,141,99,44.419211,8.727614,91.05854427,38.52,10.7
3378,11,26.876,-1.4,141,100,44.41913,8.727541,91.05854427,38.52,10.7
3379,11,26.8868,-0.5,141,100,44.41905,8.727468,176.0720296,38.52,10.7
3380,11,26.8975,0.5,141,100,44.418971,8.727391,270.5411487,38.52,10.7
3381,11.2,26.9086,0.9,140,101,44.418893,8.727312,314.8388329,38.88,10.8
3382,11.2,26.9196,0.9,139,101,44.418812,8.72723,321.4533583,39.24,10.9
3383,11.4,26.9303,0.9,138,101,44.418732,8.72715,321.4533583,39.24,10.9
3384,11.4,26.9412,0.9,137,102,44.418654,8.727064,321.4533583,39.24,10.9
3385,11.6,26.9524,0.9,136,102,44.418576,8.726979,328.1700816,39.6,11
3386,11.6,26.9634,0.5,136,101,44.418505,8.726884,289.3262845,39.6,11
3387,11.8,26.9741,-0.5,136,101,44.418433,8.726789,186.7277895,39.24,10.9
3388,11.6,26.985,-0.5,137,101,44.418361,8.726703,186.7277895,39.24,10.9
3389,11.4,26.996,-0.9,137,100,44.418295,8.726608,153.3629612,39.6,11
3390,11.4,27.0065,-0.5,138,99,44.418227,8.726509,181.3492785,38.88,10.8
3391,11.4,27.0172,0,138,99,44.418161,8.726415,229.025664,38.88,10.8
3392,11.4,27.0279,-0.5,139,99,44.418098,8.72632,181.3492785,38.88,10.8
3393,11.4,27.0386,-0.9,140,99,44.418036,8.726223,138.285916,38.52,10.7
3394,11.2,27.0495,-0.9,140,100,44.417974,8.726125,138.285916,38.52,10.7
3395,11,27.0604,-0.9,141,100,44.417912,8.726027,143.2100237,38.88,10.8
3396,11,27.0711,-0.5,141,101,44.417853,8.725927,181.3492785,38.88,10.8
3397,11,27.082,0,142,101,44.417795,8.725826,229.025664,38.88,10.8
3398,11,27.0929,0,142,101,44.417739,8.725723,234.845623,39.24,10.9
3399,11,27.1037,0,142,101,44.417686,8.725617,229.025664,38.88,10.8
3400,11,27.1138,0.3,142,101,44.417628,8.725517,251.6477934,38.52,10.7
3401,11,27.2326,0.3,144,100,44.41707,8.724157,251.6477934,38.52,10.7
3402,11.4,27.2431,0.4,145,99,44.417048,8.724016,267.1663948,38.88,10.8
3403,11.4,27.2537,1.9,145,98,44.417022,8.723886,410.1585454,38.88,10.8
3404,11.6,27.2647,1,145,97,44.416977,8.723721,324.3725712,38.88,10.8
3405,11.8,27.2749,1.4,145,95,44.416958,8.723598,355.5494654,38.52,10.7
3406,11.8,27.2851,0,145,94,44.416937,8.723478,212.169615,37.8,10.5
3407,12,27.2951,-1.5,145,94,44.416914,8.723364,69.02887526,37.44,10.4
3408,11.6,27.3051,-1.5,145,93,44.416905,8.723229,65.03009908,37.08,10.3
3409,11.2,27.3151,-2.5,145,92,44.416901,8.723088,0,36.36,10.1
3410,11.2,27.3249,-2,146,91,44.41688,8.722964,9.482456543,36,10
3411,11,27.3347,-1.5,146,91,44.416861,8.722843,49.99145433,35.64,9.9
3412,10.8,27.3445,-1.5,146,91,44.416843,8.722722,49.99145433,35.64,9.9
3413,10.6,27.3544,-0.5,146,90,44.416826,8.7226,137.3871497,35.64,9.9
3414,10.6,27.3641,0,146,90,44.416811,8.722474,176.241044,35.28,9.8
3415,10.8,27.3738,1,147,90,44.416793,8.722353,262.7595338,35.28,9.8
3416,10.8,27.3835,1,147,90,44.416775,8.722233,262.7595338,35.28,9.8
3417,11,27.3932,0,147,90,44.416755,8.722118,171.483487,34.92,9.7
3418,11,27.403,-0.5,148,89,44.416737,8.722001,128.6630297,34.92,9.7
3419,10.8,27.4126,-2.1,148,90,44.416718,8.721884,0,34.92,9.7
3420,10.6,27.4222,-2.1,148,89,44.416698,8.721769,0,34.92,9.7
3421,10.2,27.432,-2.1,149,90,44.416678,8.72165,0,34.92,9.7
3422,10.2,27.4416,-2.1,149,89,44.416658,8.721532,0,34.92,9.7
3423,10,27.451,-1,149,88,44.416638,8.721415,82.06137757,34.56,9.6
3424,9.8,27.4607,-1,149,89,44.416621,8.721297,82.06137757,34.56,9.6
3425,9.8,27.4703,-0.5,149,89,44.416605,8.721181,124.4378867,34.56,9.6
3426,9.8,27.4798,-0.5,149,89,44.41659,8.721063,124.4378867,34.56,9.6
3427,9.8,27.4894,-1,149,88,44.416579,8.720944,82.06137757,34.56,9.6
3428,9.6,27.4989,-1.6,150,88,44.416566,8.720826,31.21734015,34.56,9.6
3429,9.4,27.5084,-1.6,149,88,44.416556,8.720709,28.05327452,34.2,9.5
3430,9.2,27.518,-1.6,150,88,44.416549,8.720591,28.05327452,34.2,9.5
3431,9.2,27.5275,-1,149,88,44.416543,8.720471,78.36768655,34.2,9.5
3432,9,27.5372,0,150,88,44.416539,8.720352,166.816896,34.56,9.6
3433,9,27.5465,0,150,88,44.416536,8.720234,162.240335,34.2,9.5
3434,9.2,27.556,0.5,150,88,44.416534,8.720114,204.1772253,34.2,9.5
3435,9.2,27.5655,0,150,88,44.416534,8.719993,162.240335,34.2,9.5
3436,9.2,27.5749,-1,150,88,44.416532,8.719874,78.36768655,34.2,9.5
3437,9,27.5845,-1.6,151,88,44.41653,8.719753,28.05327452,34.2,9.5
3438,8.8,27.5941,-1.6,151,89,44.416524,8.719634,28.05327452,34.2,9.5
3439,8.6,27.6037,-1.6,151,89,44.41652,8.719514,28.05327452,34.2,9.5
3440,8.6,27.6133,-1,152,89,44.416514,8.719396,82.06137757,34.56,9.6
3441,8.4,27.6229,-1,153,90,44.416507,8.719276,82.06137757,34.56,9.6
3442,8.4,27.6326,-1,153,89,44.4165,8.719157,82.06137757,34.56,9.6
3443,8.2,27.6421,1,153,89,44.416493,8.719035,251.5697024,34.56,9.6
3444,8.2,27.6516,1.1,153,89,44.416484,8.71892,260.0438551,34.56,9.6
3445,8.8,27.661,0,154,87,44.416475,8.718804,162.240335,34.2,9.5
3446,8.8,27.6705,-1.6,153,88,44.416465,8.718687,28.05327452,34.2,9.5
3447,8.2,27.6801,-3.1,153,88,44.416456,8.718569,0,34.2,9.5
3448,7.6,27.6898,-1.6,154,89,44.416446,8.718452,28.05327452,34.2,9.5
3449,7.6,27.6994,1,154,89,44.416438,8.718336,251.5697024,34.56,9.6
3450,8.2,27.7092,2.1,154,89,44.416426,8.718223,344.764323,34.56,9.6
3451,8.6,27.7189,0.5,153,90,44.416413,8.71811,214.3032592,34.92,9.7
3452,8.4,27.7288,-2.6,154,91,44.416398,8.717999,0,34.92,9.7
3453,7.8,27.7387,-4.5,153,94,44.41638,8.71789,0,35.28,9.8
3454,7.2,27.7483,-3,154,94,44.416366,8.717778,0,35.28,9.8
3455,6.8,27.7587,-1,153,95,44.416353,8.717666,93.68637462,35.64,9.9
3456,7.2,27.7689,0.5,153,95,44.416398,8.717496,230.176895,36,10
3457,7.4,27.7799,1.4,154,95,44.416384,8.717367,322.2625944,36.72,10.2
3458,7.4,27.7903,0,154,96,44.416405,8.717234,201.426079,37.08,10.3
3459,7.4,27.8005,-1,154,96,44.416414,8.717082,114.9306097,37.44,10.4
3460,7.2,27.8108,-1,154,96,44.416415,8.716942,114.9306097,37.44,10.4
3461,7,27.8212,-1,154,96,44.416411,8.716815,119.4682667,37.8,10.5
3462,7,27.8314,0,154,96,44.416403,8.716682,201.426079,37.08,10.3
3463,7,27.8417,0.5,154,96,44.416392,8.716554,246.8944969,37.08,10.3
3464,7.2,27.8519,0.5,154,95,44.416383,8.71643,246.8944969,37.08,10.3
3465,7.2,27.862,1,154,95,44.416375,8.716298,286.2495088,36.72,10.2
3466,7.2,27.8721,0.5,154,94,44.416366,8.716172,241.2266289,36.72,10.2
3467,7.4,27.8822,0.5,154,94,44.416357,8.716046,241.2266289,36.72,10.2
3468,7.4,27.8921,0.5,154,93,44.416348,8.715914,235.654407,36.36,10.1
3469,7.4,27.9019,0.5,154,92,44.416338,8.715784,230.176895,36,10
3470,7.4,27.9117,0.5,153,92,44.416333,8.715655,224.7931571,35.64,9.9
3471,7.6,27.9216,0.5,154,91,44.416324,8.715531,224.7931571,35.64,9.9
3472,7.6,27.9313,0.5,154,91,44.416313,8.715407,219.5022571,35.28,9.8
3473,7.6,27.941,0.5,154,91,44.416299,8.715282,219.5022571,35.28,9.8
3474,7.6,27.9507,0,153,90,44.416286,8.715156,176.241044,35.28,9.8
3475,7.8,27.9605,0,153,90,44.416275,8.715033,176.241044,35.28,9.8
3476,7.6,27.9701,0,153,91,44.416261,8.714909,171.483487,34.92,9.7
3477,7.6,27.9798,-0.5,153,91,44.416245,8.714786,128.6630297,34.92,9.7
3478,7.6,27.9895,0,153,91,44.416229,8.714663,171.483487,34.92,9.7
3479,7.6,27.9992,0.5,153,91,44.416212,8.714544,214.3032592,34.92,9.7
3480,7.6,28.009,0.5,153,90,44.416191,8.71442,214.3032592,34.92,9.7
3481,7.8,28.0185,0,153,90,44.41617,8.714301,171.483487,34.92,9.7
3482,7.8,28.0282,0,153,90,44.416149,8.714184,171.483487,34.92,9.7
3483,7.6,28.0378,-0.5,153,90,44.416124,8.71407,128.6630297,34.92,9.7
3484,7.6,28.0475,0,153,90,44.416098,8.713953,171.483487,34.92,9.7
3485,7.6,28.0572,0.5,153,90,44.416072,8.713837,209.1952272,34.56,9.6
3486,7.8,28.067,0.5,153,90,44.416044,8.713722,214.3032592,34.92,9.7
3487,7.8,28.0766,1,154,90,44.416015,8.713608,257.1191351,34.92,9.7
3488,7.8,28.0864,0.5,153,90,44.415985,8.713492,214.3032592,34.92,9.7
3489,8,28.0961,0.5,153,90,44.415954,8.713376,214.3032592,34.92,9.7
3490,8,28.1057,0.5,153,90,44.415923,8.713263,214.3032592,34.92,9.7
3491,8,28.1153,0,153,90,44.415891,8.713152,171.483487,34.92,9.7
3492,8,28.1248,0,153,88,44.415858,8.713044,166.816896,34.56,9.6
3493,8,28.1339,0,153,87,44.415826,8.712932,162.240335,34.2,9.5
3494,8,28.1431,0,154,86,44.415793,8.712823,157.752868,33.84,9.4
3495,8,28.1521,0.6,154,85,44.41576,8.712717,202.6180193,33.48,9.3
3496,8,28.1612,0.6,154,85,44.415726,8.71261,197.7762069,33.12,9.2
3497,8.2,28.1701,1.1,154,93,44.415693,8.712509,233.1870593,32.76,9.1
3498,8.2,28.1789,1.1,154,92,44.415661,8.712413,228.0754941,32.4,9
3499,8.4,28.1877,0.6,154,92,44.415628,8.712316,183.7647418,32.04,8.9
3500,8.4,28.1966,0.6,155,91,44.415593,8.712215,183.7647418,32.04,8.9
3501,8.4,28.2051,0,155,91,44.415557,8.712115,132.646624,31.68,8.8
3502,8.4,28.2135,0,154,90,44.415521,8.712022,128.756607,31.32,8.7
3503,8.4,28.2223,0,154,89,44.415485,8.711923,128.756607,31.32,8.7
3504,8.4,28.2307,0,155,89,44.41545,8.711824,124.948196,30.96,8.6
3505,8.4,28.2393,0.6,155,89,44.415413,8.71173,166.2471123,30.6,8.5
3506,8.4,28.2479,0.6,155,89,44.415375,8.711637,170.5045786,30.96,8.6
3507,8.6,28.2561,0,155,89,44.415337,8.711545,121.220455,30.6,8.5
3508,8.6,28.2648,-0.6,155,89,44.415303,8.711447,76.19293322,30.6,8.5
3509,8.4,28.2728,-1.2,155,89,44.415268,8.711345,28.5808265,30.24,8.4
3510,8.2,28.2814,-1.2,155,90,44.415243,8.71124,28.5808265,30.24,8.4
3511,8.2,28.2901,-0.6,155,90,44.415217,8.711137,73.07466177,30.24,8.4
3512,8.2,28.2989,0,155,91,44.415192,8.711024,124.948196,30.96,8.6
3513,8.2,28.3076,0.6,155,91,44.41512,8.710932,170.5045786,30.96,8.6
3514,8.2,28.3171,1.1,155,91,44.415155,8.710812,223.048343,32.04,8.9
3515,8.4,28.3257,1.7,155,90,44.415157,8.710695,270.1790218,32.04,8.9
3516,8.6,28.3344,2.3,155,90,44.415147,8.710584,317.2943808,32.04,8.9
3517,8.8,28.3428,1.7,155,90,44.415129,8.710476,264.7057905,31.68,8.8
3518,9,28.3514,1.2,155,90,44.41511,8.710371,225.872362,31.68,8.8
3519,9,28.36,0,155,90,44.415087,8.710268,124.948196,30.96,8.6
3520,9,28.3687,-0.6,156,90,44.415059,8.710164,79.39093867,30.96,8.6
3521,8.8,28.3775,-0.6,156,91,44.415026,8.71006,79.39093867,30.96,8.6
3522,8.8,28.3864,-0.6,156,92,44.414986,8.70996,82.66961412,31.32,8.7
3523,8.8,28.3953,0.6,157,93,44.414939,8.709864,179.2624574,31.68,8.8
3524,8.8,28.4042,1.1,157,93,44.414891,8.709776,218.1046698,31.68,8.8
3525,9,28.413,1.1,157,92,44.41484,8.709687,223.048343,32.04,8.9
3526,9.2,28.4218,1.7,158,92,44.414789,8.709602,270.1790218,32.04,8.9
3527,9.2,28.4303,1.2,158,90,44.414734,8.709523,225.872362,31.68,8.8
3528,9.4,28.4386,1.2,158,87,44.414679,8.709451,220.9229616,31.32,8.7
3529,9.4,28.4468,1.9,158,86,44.414624,8.709384,263.7787413,30.6,8.5
3530,9.6,28.4547,1.3,159,84,44.414569,8.70932,209.2581189,29.88,8.3
3531,9.8,28.4627,2.6,160,83,44.414515,8.70926,298.6747545,29.52,8.2
3532,9.8,28.4703,2.6,160,82,44.414464,8.7092,287.3325644,28.8,8
3533,10.2,28.4779,3.3,160,80,44.41442,8.709132,330.5303234,28.44,7.9
3534,10.4,28.4853,4.1,160,87,44.414378,8.709058,372.6696163,27.72,7.7
3535,10.8,28.4926,3.4,160,85,44.414338,8.708984,319.1437044,27.36,7.6
3536,11,28.4998,4.2,161,83,44.414304,8.708908,359.4170266,26.64,7.4
3537,11.2,28.5069,4.3,161,83,44.41428,8.708826,359.3065247,26.28,7.3
3538,11.6,28.5138,4.3,161,80,44.414261,8.708741,352.7496135,25.92,7.2
3539,12,28.5206,4.4,161,79,44.414247,8.708658,352.5102368,25.56,7.1
3540,12.2,28.5274,3.7,162,76,44.41424,8.708573,302.8494717,25.2,7
3541,12.4,28.5342,3.7,163,78,44.414237,8.708488,297.0208517,24.84,6.9
3542,12.6,28.5409,3.7,163,78,44.414239,8.708405,291.2569897,24.48,6.8
3543,13,28.5477,4.5,164,78,44.414245,8.708322,339.1592317,24.48,6.8
3544,13.2,28.5543,4.5,165,77,44.414253,8.708238,332.7547469,24.12,6.7
3545,13.6,28.5611,4.5,165,77,44.414267,8.708157,332.7547469,24.12,6.7
3546,13.8,28.5678,4.4,166,77,44.414288,8.708073,326.8576852,24.12,6.7
3547,14.2,28.5745,4.5,167,78,44.414312,8.707991,332.7547469,24.12,6.7
3548,14.4,28.5813,4.5,168,78,44.41434,8.70791,332.7547469,24.12,6.7
3549,14.8,28.588,4.4,169,77,44.41437,8.707833,326.8576852,24.12,6.7
3550,15,28.5947,4.3,170,78,44.414405,8.707762,320.9598276,24.12,6.7
3551,15.4,28.602,3.5,171,81,44.414446,8.707697,279.2742409,24.48,6.8
3552,15.6,28.6093,3.4,172,83,44.414486,8.707626,284.3456888,25.2,7
3553,15.8,28.6165,2,173,83,44.414525,8.707551,197.925592,25.2,7
3554,16,28.6238,1.4,174,85,44.414563,8.707476,168.6605184,25.92,7.2
3555,16,28.6313,0.7,174,85,44.414599,8.707394,127.5536984,26.28,7.3
3556,16,28.6389,0,175,87,44.414636,8.707312,85.271828,26.64,7.4
3557,16,28.6466,0,175,88,44.414675,8.707229,88.173975,27,7.5
3558,16,28.6546,0,175,92,44.414714,8.707141,91.146496,27.36,7.6
3559,16,28.6628,0,175,94,44.414751,8.707048,97.306404,28.08,7.8
3560,16,28.6713,0,175,95,44.41478,8.706947,103.75904,28.8,8
3561,16,28.68,0,174,89,44.4148,8.706842,110.511892,29.52,8.2
3562,16,28.6886,0.6,174,91,44.414815,8.706734,162.0693799,30.24,8.4
3563,16,28.6975,0.6,174,92,44.414828,8.706623,170.5045786,30.96,8.6
3564,16.2,28.7067,0.6,173,94,44.414838,8.706511,179.2624574,31.68,8.8
3565,16.2,28.7156,-0.5,172,85,44.414849,8.706396,97.3303098,32.04,8.9
3566,16.2,28.7247,-1.1,171,85,44.414859,8.706279,50.18698076,32.04,8.9
3567,15.8,28.7341,-1.6,171,86,44.41487,8.706167,16.27859202,32.76,9.1
3568,15.8,28.7435,-2.7,170,86,44.41488,8.706053,0,33.12,9.2
3569,15.6,28.753,-2.6,170,88,44.414881,8.705939,0,33.48,9.3
3570,15.2,28.7624,-2.6,170,88,44.414875,8.705823,0,33.84,9.4
3571,14.8,28.772,-2.6,169,89,44.414867,8.705703,0,34.2,9.5
3572,14.8,28.7816,-1.6,169,90,44.414856,8.705583,28.05327452,34.2,9.5
3573,14.6,28.7912,-1,168,90,44.414838,8.705464,78.36768655,34.2,9.5
3574,14.6,28.801,-1,167,90,44.414811,8.705346,82.06137757,34.56,9.6
3575,14.4,28.8107,-1.5,167,90,44.414782,8.70523,43.03290396,34.92,9.7
3576,14.4,28.8204,-1.5,166,90,44.414745,8.705116,43.03290396,34.92,9.7
3577,14,28.8302,-1.5,166,91,44.414702,8.705005,43.03290396,34.92,9.7
3578,14,28.8401,-2.5,165,91,44.414654,8.7049,0,35.28,9.8
3579,13.8,28.8499,-2,164,92,44.414602,8.704796,3.221707412,35.28,9.8
3580,13.4,28.8598,-2,163,92,44.414547,8.704702,3.221707412,35.28,9.8
3581,13.2,28.8697,-2,162,92,44.414488,8.704612,6.305662978,35.64,9.9
3582,13.2,28.8796,-1,162,93,44.414426,8.704519,93.68637462,35.64,9.9
3583,13,28.8895,-1,160,92,44.414363,8.704425,93.68637462,35.64,9.9
3584,13,28.8992,-1,160,91,44.414302,8.704331,93.68637462,35.64,9.9
3585,12.8,28.9089,-1,159,90,44.41424,8.70424,89.7197856,35.28,9.8
3586,12.8,28.9183,-1.1,159,89,44.41418,8.704146,77.28209805,34.92,9.7
3587,12.6,28.9276,-0.5,160,87,44.41412,8.704057,124.4378867,34.56,9.6
3588,12.6,28.9369,-1.1,159,87,44.414054,8.703981,69.98124273,34.2,9.5
3589,12.6,28.946,-1.1,159,96,44.413983,8.703917,66.46492407,33.84,9.4
3590,12.4,28.9551,-1.1,158,95,44.413911,8.703864,59.69582474,33.12,9.2
3591,12.2,28.964,-1.1,158,93,44.413839,8.70382,56.44117208,32.76,9.1
3592,12.2,28.9728,0,157,91,44.413765,8.703786,140.67522,32.4,9
3593,12.2,28.9812,1.2,156,89,44.41369,8.703763,230.9043043,32.04,8.9
3594,12.4,28.9893,2.5,155,86,44.413616,8.703749,320.7196979,31.32,8.7
3595,12.6,28.9973,3.2,155,84,44.413543,8.703742,354.76241,30.24,8.4
3596,13,29.0049,3.3,155,82,44.41347,8.703736,349.2820459,29.52,8.2
3597,13.2,29.0125,3.3,154,79,44.413399,8.703731,330.5303234,28.44,7.9
3598,13.4,29.0199,3.4,154,78,44.413331,8.703729,325.1874986,27.72,7.7
3599,13.6,29.0273,3.4,154,77,44.413263,8.703728,319.1437044,27.36,7.6
3600,14,29.0346,3.4,153,76,44.413196,8.703726,313.1712201,27,7.5
3601,14.2,29.0418,2.8,153,76,44.41313,8.70372,268.1288481,26.64,7.4
3602,14.4,29.049,1.4,154,75,44.413063,8.703715,172.6606366,26.28,7.3
3603,14.4,29.056,1.4,154,74,44.412998,8.703709,168.6605184,25.92,7.2
3604,14.4,29.0629,1.4,154,73,44.412933,8.703698,164.7279662,25.56,7.1
3605,14.6,29.0699,1.4,155,73,44.412869,8.703678,164.7279662,25.56,7.1
3606,14.8,29.0769,2.1,156,73,44.412808,8.703651,204.1015922,25.2,7
3607,14.8,29.0839,2.1,156,73,44.41275,8.703615,204.1015922,25.2,7
3608,15,29.0911,1.4,157,74,44.412694,8.70357,160.862044,25.2,7
3609,15.2,29.0982,2.1,158,74,44.412645,8.703512,208.5852222,25.56,7.1
3610,15.2,29.1056,1.4,158,75,44.412601,8.703445,164.7279662,25.56,7.1
3611,15.4,29.1129,0.7,159,77,44.412564,8.703366,124.1714835,25.92,7.2
3612,15.4,29.1205,1.4,159,80,44.412534,8.703284,172.6606366,26.28,7.3
3613,15.4,29.1277,0.7,159,85,44.412512,8.703197,127.5536984,26.28,7.3
3614,15.6,29.135,0.7,159,85,44.412494,8.70311,131.0044153,26.64,7.4
3615,15.6,29.1423,0.7,160,85,44.412476,8.703024,127.5536984,26.28,7.3
3616,15.6,29.1497,0.7,160,84,44.412456,8.702935,131.0044153,26.64,7.4
3617,15.6,29.1569,0.7,161,84,44.412433,8.70285,127.5536984,26.28,7.3
3618,15.8,29.1642,0,161,84,44.412411,8.702764,82.439119,26.28,7.3
3619,15.8,29.1716,-0.7,161,84,44.412384,8.702681,37.32352902,26.28,7.3
3620,15.6,29.1791,-1.3,162,86,44.412358,8.70259,0.342257673,26.64,7.4
3621,15.4,29.1868,-1.3,163,87,44.412327,8.702502,0.342257673,26.64,7.4
3622,15.4,29.1944,-1.3,163,88,44.41229,8.702418,2.096707776,27,7.5
3623,15.4,29.2023,-0.6,164,90,44.412251,8.702338,50.88659418,27.36,7.6
3624,15.2,29.2102,0,165,91,44.41221,8.702253,94.190327,27.72,7.7
3625,15.2,29.2184,0.6,166,93,44.41217,8.702169,142.343968,28.44,7.9
3626,15.4,29.2264,1.8,166,93,44.412126,8.702087,226.0200942,28.44,7.9
3627,15.6,29.2345,1.8,166,91,44.412081,8.702004,230.872388,28.8,8
3628,15.8,29.2428,1.2,166,86,44.412037,8.701922,192.9075253,29.16,8.1
3629,15.8,29.251,0,167,86,44.411991,8.70184,110.511892,29.52,8.2
3630,15.8,29.2592,-0.6,167,86,44.411945,8.701758,67.07357688,29.52,8.2
3631,15.6,29.2674,-0.6,167,86,44.411898,8.701676,67.07357688,29.52,8.2
3632,15.6,29.2756,-0.6,167,86,44.411852,8.70159,67.07357688,29.52,8.2
3633,15.6,29.2839,-0.6,167,86,44.411807,8.701506,67.07357688,29.52,8.2
3634,15.6,29.2923,-0.6,168,87,44.41176,8.701424,70.03518832,29.88,8.3
3635,15.4,29.3007,-0.6,167,87,44.411715,8.701338,70.03518832,29.88,8.3
3636,15.4,29.3092,-0.6,168,88,44.411668,8.701256,73.07466177,30.24,8.4
3637,15.4,29.3176,-0.6,167,88,44.411618,8.701173,73.07466177,30.24,8.4
3638,15.4,29.3261,-0.6,167,88,44.41157,8.701089,73.07466177,30.24,8.4
3639,15.2,29.3345,-0.6,166,89,44.411524,8.701002,73.07466177,30.24,8.4
3640,15.2,29.343,-0.6,166,89,44.411478,8.700915,76.19293322,30.6,8.5
3641,15.2,29.3516,0.6,167,89,44.411434,8.700823,166.2471123,30.6,8.5
3642,15.2,29.3603,0.6,167,90,44.411387,8.700732,166.2471123,30.6,8.5
3643,15.4,29.369,0.6,167,91,44.411339,8.700641,170.5045786,30.96,8.6
3644,15.4,29.3777,0,166,91,44.411295,8.700547,124.948196,30.96,8.6
3645,15.4,29.3865,-0.6,166,92,44.411252,8.700452,82.66961412,31.32,8.7
3646,15.2,29.3953,-0.6,166,92,44.411211,8.700356,82.66961412,31.32,8.7
3647,15.2,29.4041,-0.6,166,92,44.411171,8.700257,86.02989557,31.68,8.8
3648,15.2,29.413,0.6,166,93,44.411134,8.700156,179.2624574,31.68,8.8
3649,15.2,29.4218,0.6,166,93,44.411097,8.700057,179.2624574,31.68,8.8
3650,15.4,29.4307,1.1,166,92,44.411061,8.699956,218.1046698,31.68,8.8
3651,15.4,29.4395,1.1,166,93,44.411028,8.699854,218.1046698,31.68,8.8
3652,15.6,29.4483,0.6,165,93,44.410995,8.699753,179.2624574,31.68,8.8
3653,15.6,29.4572,1.1,165,92,44.410965,8.699648,218.1046698,31.68,8.8
3654,15.6,29.466,0.6,164,92,44.410936,8.699544,179.2624574,31.68,8.8
3655,15.8,29.4747,0.6,165,92,44.410911,8.69944,179.2624574,31.68,8.8
3656,15.8,29.4835,0,164,92,44.410886,8.699334,132.646624,31.68,8.8
3657,15.8,29.4923,-0.6,164,92,44.410859,8.69923,86.02989557,31.68,8.8
